month,sku_id,opening_stock,production_added,units_sold,closing_stock,inventory_value
2024-11,7,0.0,0.0,83.0,0.0,0.0
2024-12,7,0.0,70.0,0.0,0.0,0.0
2022-03,8,0.0,70.0,0.0,70.0,10010.0
2022-06,8,70.0,70.0,0.0,140.0,20020.0
2022-08,8,140.0,70.0,0.0,210.0,30030.0
2022-09,8,210.0,0.0,110.0,100.0,14300.0
2023-10,8,100.0,0.0,146.0,0.0,0.0
2024-02,8,0.0,70.0,0.0,24.0,3432.0
2024-07,8,24.0,70.0,0.0,94.0,13442.0
2024-08,8,94.0,70.0,31.0,133.0,19019.0
2024-11,8,133.0,0.0,142.0,0.0,0.0
2024-12,8,0.0,70.0,0.0,61.0,8723.0
2022-03,9,0.0,70.0,0.0,70.0,10010.0
2022-06,9,70.0,70.0,0.0,140.0,20020.0
2022-08,9,140.0,70.0,0.0,210.0,30030.0
2022-09,9,210.0,0.0,137.0,73.0,10439.0
2023-10,9,73.0,0.0,143.0,0.0,0.0
2024-02,9,0.0,70.0,0.0,0.0,0.0
2024-07,9,0.0,70.0,0.0,70.0,10010.0
2024-08,9,70.0,70.0,57.0,83.0,11869.0
2024-11,9,83.0,0.0,149.0,0.0,0.0
2024-12,9,0.0,70.0,0.0,4.0,572.0
2022-03,10,0.0,70.0,0.0,70.0,10010.0
2022-06,10,70.0,70.0,0.0,140.0,20020.0
2022-08,10,140.0,70.0,0.0,210.0,30030.0
2022-09,10,210.0,0.0,149.0,61.0,8723.0
2023-10,10,61.0,0.0,148.0,0.0,0.0
2024-02,10,0.0,70.0,0.0,0.0,0.0
2024-07,10,0.0,70.0,0.0,53.0,7579.0
2024-08,10,53.0,70.0,41.0,82.0,11726.0
2024-11,10,82.0,0.0,104.0,0.0,0.0
2024-12,10,0.0,70.0,0.0,48.0,6864.0
2022-04,11,0.0,133.0,0.0,133.0,38703.0
2022-05,11,133.0,133.0,0.0,266.0,77406.0
2022-09,11,266.0,0.0,122.0,144.0,41904.0
2023-03,11,144.0,133.0,0.0,277.0,80607.0
2023-05,11,277.0,133.0,0.0,410.0,119310.0
2023-08,11,410.0,0.0,123.0,287.0,83517.0
2023-12,11,287.0,133.0,0.0,420.0,122220.0
2024-02,11,420.0,0.0,86.0,334.0,97194.0
2024-09,11,334.0,133.0,130.0,337.0,98067.0
2024-10,11,337.0,133.0,0.0,470.0,136770.0
2022-04,12,0.0,133.0,0.0,133.0,38703.0
2022-05,12,133.0,133.0,0.0,266.0,77406.0
2022-09,12,266.0,0.0,93.0,173.0,50343.0
2023-03,12,173.0,133.0,0.0,306.0,89046.0
2023-05,12,306.0,133.0,0.0,439.0,127749.0
2023-08,12,439.0,0.0,151.0,288.0,83808.0
2023-12,12,288.0,133.0,0.0,421.0,122511.0
2024-02,12,421.0,0.0,87.0,334.0,97194.0
2024-09,12,334.0,133.0,121.0,346.0,100686.0
2024-10,12,346.0,133.0,0.0,479.0,139389.0
2022-04,13,0.0,134.0,0.0,134.0,38994.0
2022-05,13,134.0,134.0,0.0,268.0,77988.0
2022-09,13,268.0,0.0,97.0,171.0,49761.0
2023-03,13,171.0,134.0,0.0,305.0,88755.0
2023-05,13,305.0,134.0,0.0,439.0,127749.0
2023-08,13,439.0,0.0,86.0,353.0,102723.0
2023-12,13,353.0,134.0,0.0,487.0,141717.0
2024-02,13,487.0,0.0,133.0,354.0,103014.0
2024-09,13,354.0,134.0,115.0,373.0,108543.0
2024-10,13,373.0,134.0,0.0,507.0,147537.0
2022-02,14,0.0,0.0,102.0,0.0,0.0
2022-07,14,0.0,70.0,0.0,0.0,0.0
2023-08,14,0.0,0.0,108.0,0.0,0.0
2023-10,14,0.0,70.0,259.0,0.0,0.0
2024-01,14,0.0,70.0,0.0,0.0,0.0
2024-03,14,0.0,70.0,0.0,0.0,0.0
2024-07,14,0.0,70.0,0.0,0.0,0.0
2024-12,14,0.0,70.0,0.0,0.0,0.0
2022-02,15,0.0,0.0,90.0,0.0,0.0
2022-07,15,0.0,70.0,0.0,0.0,0.0
2023-08,15,0.0,0.0,136.0,0.0,0.0
2023-10,15,0.0,70.0,229.0,0.0,0.0
2024-01,15,0.0,70.0,0.0,0.0,0.0
2024-03,15,0.0,70.0,0.0,0.0,0.0
2024-07,15,0.0,70.0,0.0,0.0,0.0
2024-12,15,0.0,70.0,0.0,0.0,0.0
2022-02,16,0.0,0.0,146.0,0.0,0.0
2022-07,16,0.0,70.0,0.0,0.0,0.0
2023-08,16,0.0,0.0,125.0,0.0,0.0
2023-10,16,0.0,70.0,269.0,0.0,0.0
2024-01,16,0.0,70.0,0.0,0.0,0.0
2024-03,16,0.0,70.0,0.0,0.0,0.0
2024-07,16,0.0,70.0,0.0,0.0,0.0
2024-12,16,0.0,70.0,0.0,0.0,0.0
2022-02,17,0.0,0.0,91.0,0.0,0.0
2022-07,17,0.0,70.0,0.0,0.0,0.0
2023-08,17,0.0,0.0,136.0,0.0,0.0
2023-10,17,0.0,70.0,201.0,0.0,0.0
2024-01,17,0.0,70.0,0.0,0.0,0.0
2024-03,17,0.0,70.0,0.0,0.0,0.0
2024-07,17,0.0,70.0,0.0,0.0,0.0
2024-12,17,0.0,70.0,0.0,0.0,0.0
2022-02,18,0.0,0.0,129.0,0.0,0.0
2022-07,18,0.0,70.0,0.0,0.0,0.0
2023-08,18,0.0,0.0,115.0,0.0,0.0
2023-10,18,0.0,70.0,193.0,0.0,0.0
2024-01,18,0.0,70.0,0.0,0.0,0.0
2024-03,18,0.0,70.0,0.0,0.0,0.0
2024-07,18,0.0,70.0,0.0,0.0,0.0
2024-12,18,0.0,70.0,0.0,0.0,0.0
2022-02,19,0.0,0.0,138.0,0.0,0.0
2022-07,19,0.0,70.0,0.0,0.0,0.0
2023-08,19,0.0,0.0,123.0,0.0,0.0
2023-10,19,0.0,70.0,261.0,0.0,0.0
2024-01,19,0.0,70.0,0.0,0.0,0.0
2024-03,19,0.0,70.0,0.0,0.0,0.0
2024-07,19,0.0,70.0,0.0,0.0,0.0
2024-12,19,0.0,70.0,0.0,0.0,0.0
2022-02,20,0.0,0.0,156.0,0.0,0.0
2022-07,20,0.0,70.0,0.0,0.0,0.0
2023-08,20,0.0,0.0,115.0,0.0,0.0
2023-10,20,0.0,70.0,216.0,0.0,0.0
2024-01,20,0.0,70.0,0.0,0.0,0.0
2024-03,20,0.0,70.0,0.0,0.0,0.0
2024-07,20,0.0,70.0,0.0,0.0,0.0
2024-12,20,0.0,70.0,0.0,0.0,0.0
2022-02,21,0.0,0.0,105.0,0.0,0.0
2022-07,21,0.0,70.0,0.0,0.0,0.0
2023-08,21,0.0,0.0,127.0,0.0,0.0
2023-10,21,0.0,70.0,184.0,0.0,0.0
2024-01,21,0.0,70.0,0.0,0.0,0.0
2024-03,21,0.0,70.0,0.0,0.0,0.0
2024-07,21,0.0,70.0,0.0,0.0,0.0
2024-12,21,0.0,70.0,0.0,4.0,628.0
2022-02,22,0.0,0.0,103.0,0.0,0.0
2022-07,22,0.0,70.0,0.0,0.0,0.0
2023-08,22,0.0,0.0,95.0,0.0,0.0
2023-10,22,0.0,70.0,235.0,0.0,0.0
2024-01,22,0.0,70.0,0.0,0.0,0.0
2024-03,22,0.0,70.0,0.0,0.0,0.0
2024-07,22,0.0,70.0,0.0,0.0,0.0
2024-12,22,0.0,70.0,0.0,0.0,0.0
2022-02,23,0.0,0.0,110.0,0.0,0.0
2022-07,23,0.0,70.0,0.0,0.0,0.0
2023-08,23,0.0,0.0,136.0,0.0,0.0
2023-10,23,0.0,70.0,267.0,0.0,0.0
2024-01,23,0.0,70.0,0.0,0.0,0.0
2024-03,23,0.0,70.0,0.0,0.0,0.0
2024-07,23,0.0,70.0,0.0,0.0,0.0
2024-12,23,0.0,70.0,0.0,0.0,0.0
2022-07,24,0.0,70.0,0.0,70.0,15820.0
2023-02,24,70.0,0.0,117.0,0.0,0.0
2024-05,24,0.0,0.0,154.0,0.0,0.0
2024-06,24,0.0,70.0,0.0,0.0,0.0
2024-09,24,0.0,0.0,104.0,0.0,0.0
2022-07,25,0.0,70.0,0.0,70.0,15820.0
2023-02,25,70.0,0.0,105.0,0.0,0.0
2024-05,25,0.0,0.0,85.0,0.0,0.0
2024-06,25,0.0,70.0,0.0,0.0,0.0
2024-09,25,0.0,0.0,133.0,0.0,0.0
2022-07,26,0.0,70.0,0.0,70.0,15820.0
2023-02,26,70.0,0.0,80.0,0.0,0.0
2024-05,26,0.0,0.0,81.0,0.0,0.0
2024-06,26,0.0,70.0,0.0,0.0,0.0
2024-09,26,0.0,0.0,111.0,0.0,0.0
2022-07,27,0.0,70.0,0.0,70.0,15820.0
2023-02,27,70.0,0.0,81.0,0.0,0.0
2024-05,27,0.0,0.0,93.0,0.0,0.0
2024-06,27,0.0,70.0,0.0,0.0,0.0
2024-09,27,0.0,0.0,143.0,0.0,0.0
2022-07,28,0.0,70.0,0.0,70.0,15820.0
2023-02,28,70.0,0.0,108.0,0.0,0.0
2024-05,28,0.0,0.0,157.0,0.0,0.0
2024-06,28,0.0,70.0,0.0,0.0,0.0
2024-09,28,0.0,0.0,128.0,0.0,0.0
2022-07,29,0.0,70.0,0.0,70.0,15820.0
2023-02,29,70.0,0.0,157.0,0.0,0.0
2024-05,29,0.0,0.0,154.0,0.0,0.0
2024-06,29,0.0,70.0,0.0,0.0,0.0
2024-09,29,0.0,0.0,102.0,0.0,0.0
2022-07,30,0.0,70.0,0.0,70.0,15820.0
2023-02,30,70.0,0.0,149.0,0.0,0.0
2024-05,30,0.0,0.0,83.0,0.0,0.0
2024-06,30,0.0,70.0,0.0,0.0,0.0
2024-09,30,0.0,0.0,141.0,0.0,0.0
2022-07,31,0.0,70.0,0.0,70.0,15820.0
2023-02,31,70.0,0.0,143.0,0.0,0.0
2024-05,31,0.0,0.0,137.0,0.0,0.0
2024-06,31,0.0,70.0,0.0,0.0,0.0
2024-09,31,0.0,0.0,118.0,0.0,0.0
2022-07,32,0.0,70.0,0.0,70.0,15820.0
2023-02,32,70.0,0.0,144.0,0.0,0.0
2024-05,32,0.0,0.0,109.0,0.0,0.0
2024-06,32,0.0,70.0,0.0,0.0,0.0
2024-09,32,0.0,0.0,100.0,0.0,0.0
2022-07,33,0.0,70.0,0.0,70.0,15820.0
2023-02,33,70.0,0.0,85.0,0.0,0.0
2024-05,33,0.0,0.0,152.0,0.0,0.0
2024-06,33,0.0,70.0,0.0,0.0,0.0
2024-09,33,0.0,0.0,86.0,0.0,0.0
2022-01,34,0.0,0.0,160.0,0.0,0.0
2023-10,34,0.0,0.0,119.0,0.0,0.0
2024-02,34,0.0,70.0,0.0,0.0,0.0
2024-09,34,0.0,70.0,0.0,0.0,0.0
2024-10,34,0.0,0.0,127.0,0.0,0.0
2024-12,34,0.0,0.0,99.0,0.0,0.0
2025-02,34,0.0,70.0,0.0,0.0,0.0
2022-01,35,0.0,0.0,137.0,0.0,0.0
2023-10,35,0.0,0.0,156.0,0.0,0.0
2024-02,35,0.0,70.0,0.0,0.0,0.0
2024-09,35,0.0,70.0,0.0,0.0,0.0
2024-10,35,0.0,0.0,124.0,0.0,0.0
2024-12,35,0.0,0.0,112.0,0.0,0.0
2025-02,35,0.0,70.0,0.0,0.0,0.0
2022-01,36,0.0,0.0,82.0,0.0,0.0
2023-10,36,0.0,0.0,99.0,0.0,0.0
2024-02,36,0.0,70.0,0.0,0.0,0.0
2024-09,36,0.0,70.0,0.0,0.0,0.0
2024-10,36,0.0,0.0,134.0,0.0,0.0
2024-12,36,0.0,0.0,80.0,0.0,0.0
2025-02,36,0.0,70.0,0.0,0.0,0.0
2022-01,37,0.0,0.0,154.0,0.0,0.0
2023-10,37,0.0,0.0,151.0,0.0,0.0
2024-02,37,0.0,70.0,0.0,0.0,0.0
2024-09,37,0.0,70.0,0.0,0.0,0.0
2024-10,37,0.0,0.0,139.0,0.0,0.0
2024-12,37,0.0,0.0,123.0,0.0,0.0
2025-02,37,0.0,70.0,0.0,0.0,0.0
2022-01,38,0.0,0.0,104.0,0.0,0.0
2023-10,38,0.0,0.0,86.0,0.0,0.0
2024-02,38,0.0,70.0,0.0,0.0,0.0
2024-09,38,0.0,70.0,0.0,0.0,0.0
2024-10,38,0.0,0.0,94.0,0.0,0.0
2024-12,38,0.0,0.0,84.0,0.0,0.0
2025-02,38,0.0,70.0,0.0,0.0,0.0
2022-01,39,0.0,0.0,113.0,0.0,0.0
2023-10,39,0.0,0.0,109.0,0.0,0.0
2024-02,39,0.0,70.0,0.0,0.0,0.0
2024-09,39,0.0,70.0,0.0,0.0,0.0
2024-10,39,0.0,0.0,101.0,0.0,0.0
2024-12,39,0.0,0.0,114.0,0.0,0.0
2025-02,39,0.0,70.0,0.0,0.0,0.0
2022-01,40,0.0,0.0,83.0,0.0,0.0
2023-10,40,0.0,0.0,89.0,0.0,0.0
2024-02,40,0.0,70.0,0.0,0.0,0.0
2024-09,40,0.0,70.0,0.0,0.0,0.0
2024-10,40,0.0,0.0,107.0,0.0,0.0
2024-12,40,0.0,0.0,153.0,0.0,0.0
2025-02,40,0.0,70.0,0.0,0.0,0.0
2022-01,41,0.0,0.0,157.0,0.0,0.0
2023-10,41,0.0,0.0,124.0,0.0,0.0
2024-02,41,0.0,70.0,0.0,0.0,0.0
2024-09,41,0.0,70.0,0.0,0.0,0.0
2024-10,41,0.0,0.0,85.0,0.0,0.0
2024-12,41,0.0,0.0,91.0,0.0,0.0
2025-02,41,0.0,70.0,0.0,0.0,0.0
2022-01,42,0.0,0.0,153.0,0.0,0.0
2023-10,42,0.0,0.0,93.0,0.0,0.0
2024-02,42,0.0,70.0,0.0,0.0,0.0
2024-09,42,0.0,70.0,0.0,0.0,0.0
2024-10,42,0.0,0.0,89.0,0.0,0.0
2024-12,42,0.0,0.0,92.0,0.0,0.0
2025-02,42,0.0,70.0,0.0,0.0,0.0
2022-01,43,0.0,0.0,90.0,0.0,0.0
2023-10,43,0.0,0.0,160.0,0.0,0.0
2024-02,43,0.0,70.0,0.0,0.0,0.0
2024-09,43,0.0,70.0,0.0,0.0,0.0
2024-10,43,0.0,0.0,135.0,0.0,0.0
2024-12,43,0.0,0.0,111.0,0.0,0.0
2025-02,43,0.0,70.0,0.0,0.0,0.0
2022-02,44,0.0,0.0,150.0,0.0,0.0
2022-12,44,0.0,0.0,145.0,0.0,0.0
2023-03,44,0.0,0.0,113.0,0.0,0.0
2023-05,44,0.0,133.0,0.0,0.0,0.0
2023-08,44,0.0,0.0,130.0,0.0,0.0
2023-10,44,0.0,0.0,152.0,0.0,0.0
2023-12,44,0.0,133.0,0.0,0.0,0.0
2024-02,44,0.0,133.0,0.0,0.0,0.0
2022-02,45,0.0,0.0,151.0,0.0,0.0
2022-12,45,0.0,0.0,126.0,0.0,0.0
2023-03,45,0.0,0.0,145.0,0.0,0.0
2023-05,45,0.0,133.0,0.0,0.0,0.0
2023-08,45,0.0,0.0,124.0,0.0,0.0
2023-10,45,0.0,0.0,100.0,0.0,0.0
2023-12,45,0.0,133.0,0.0,0.0,0.0
2024-02,45,0.0,133.0,0.0,0.0,0.0
2022-02,46,0.0,0.0,153.0,0.0,0.0
2022-12,46,0.0,0.0,145.0,0.0,0.0
2023-03,46,0.0,0.0,128.0,0.0,0.0
2023-05,46,0.0,134.0,0.0,0.0,0.0
2023-08,46,0.0,0.0,101.0,0.0,0.0
2023-10,46,0.0,0.0,124.0,0.0,0.0
2023-12,46,0.0,134.0,0.0,0.0,0.0
2024-02,46,0.0,134.0,0.0,0.0,0.0
2022-02,47,0.0,70.0,0.0,70.0,10570.0
2022-03,47,70.0,0.0,202.0,0.0,0.0
2022-09,47,0.0,0.0,89.0,0.0,0.0
2023-08,47,0.0,0.0,308.0,0.0,0.0
2024-01,47,0.0,70.0,0.0,0.0,0.0
2024-06,47,0.0,70.0,0.0,0.0,0.0
2024-08,47,0.0,0.0,144.0,0.0,0.0
2024-09,47,0.0,0.0,139.0,0.0,0.0
2024-10,47,0.0,0.0,131.0,0.0,0.0
2024-11,47,0.0,140.0,118.0,0.0,0.0
2022-02,48,0.0,70.0,0.0,70.0,10570.0
2022-03,48,70.0,0.0,278.0,0.0,0.0
2022-09,48,0.0,0.0,130.0,0.0,0.0
2023-08,48,0.0,0.0,191.0,0.0,0.0
2024-01,48,0.0,70.0,0.0,0.0,0.0
2024-06,48,0.0,70.0,0.0,0.0,0.0
2024-08,48,0.0,0.0,117.0,0.0,0.0
2024-09,48,0.0,0.0,90.0,0.0,0.0
2024-10,48,0.0,0.0,93.0,0.0,0.0
2024-11,48,0.0,140.0,87.0,0.0,0.0
2022-02,49,0.0,70.0,0.0,70.0,10570.0
2022-03,49,70.0,0.0,229.0,0.0,0.0
2022-09,49,0.0,0.0,159.0,0.0,0.0
2023-08,49,0.0,0.0,203.0,0.0,0.0
2024-01,49,0.0,70.0,0.0,0.0,0.0
2024-06,49,0.0,70.0,0.0,0.0,0.0
2024-08,49,0.0,0.0,138.0,0.0,0.0
2024-09,49,0.0,0.0,120.0,0.0,0.0
2024-10,49,0.0,0.0,141.0,0.0,0.0
2024-11,49,0.0,140.0,103.0,0.0,0.0
2022-02,50,0.0,70.0,0.0,70.0,10570.0
2022-03,50,70.0,0.0,192.0,0.0,0.0
2022-09,50,0.0,0.0,160.0,0.0,0.0
2023-08,50,0.0,0.0,245.0,0.0,0.0
2024-01,50,0.0,70.0,0.0,0.0,0.0
2024-06,50,0.0,70.0,0.0,0.0,0.0
2024-08,50,0.0,0.0,121.0,0.0,0.0
2024-09,50,0.0,0.0,106.0,0.0,0.0
2024-10,50,0.0,0.0,89.0,0.0,0.0
2024-11,50,0.0,140.0,99.0,0.0,0.0
2022-02,51,0.0,70.0,0.0,70.0,10570.0
2022-03,51,70.0,0.0,227.0,0.0,0.0
2022-09,51,0.0,0.0,112.0,0.0,0.0
2023-08,51,0.0,0.0,210.0,0.0,0.0
2024-01,51,0.0,70.0,0.0,0.0,0.0
2024-06,51,0.0,70.0,0.0,0.0,0.0
2024-08,51,0.0,0.0,101.0,0.0,0.0
2024-09,51,0.0,0.0,87.0,0.0,0.0
2024-10,51,0.0,0.0,107.0,0.0,0.0
2024-11,51,0.0,140.0,135.0,0.0,0.0
2022-02,52,0.0,70.0,0.0,70.0,10570.0
2022-03,52,70.0,0.0,222.0,0.0,0.0
2022-09,52,0.0,0.0,96.0,0.0,0.0
2023-08,52,0.0,0.0,271.0,0.0,0.0
2024-01,52,0.0,70.0,0.0,0.0,0.0
2024-06,52,0.0,70.0,0.0,0.0,0.0
2024-08,52,0.0,0.0,101.0,0.0,0.0
2024-09,52,0.0,0.0,104.0,0.0,0.0
2024-10,52,0.0,0.0,103.0,0.0,0.0
2024-11,52,0.0,140.0,144.0,0.0,0.0
2022-02,53,0.0,70.0,0.0,70.0,10570.0
2022-03,53,70.0,0.0,282.0,0.0,0.0
2022-09,53,0.0,0.0,135.0,0.0,0.0
2023-08,53,0.0,0.0,259.0,0.0,0.0
2024-01,53,0.0,70.0,0.0,0.0,0.0
2024-06,53,0.0,70.0,0.0,0.0,0.0
2024-08,53,0.0,0.0,144.0,0.0,0.0
2024-09,53,0.0,0.0,142.0,0.0,0.0
2024-10,53,0.0,0.0,142.0,0.0,0.0
2024-11,53,0.0,140.0,84.0,0.0,0.0
2022-02,54,0.0,70.0,0.0,70.0,10570.0
2022-03,54,70.0,0.0,252.0,0.0,0.0
2022-09,54,0.0,0.0,90.0,0.0,0.0
2023-08,54,0.0,0.0,199.0,0.0,0.0
2024-01,54,0.0,70.0,0.0,0.0,0.0
2024-06,54,0.0,70.0,0.0,0.0,0.0
2024-08,54,0.0,0.0,88.0,0.0,0.0
2024-09,54,0.0,0.0,133.0,0.0,0.0
2024-10,54,0.0,0.0,94.0,0.0,0.0
2024-11,54,0.0,140.0,149.0,0.0,0.0
2022-02,55,0.0,70.0,0.0,70.0,10570.0
2022-03,55,70.0,0.0,259.0,0.0,0.0
2022-09,55,0.0,0.0,130.0,0.0,0.0
2023-08,55,0.0,0.0,205.0,0.0,0.0
2024-01,55,0.0,70.0,0.0,0.0,0.0
2024-06,55,0.0,70.0,0.0,0.0,0.0
2024-08,55,0.0,0.0,127.0,0.0,0.0
2024-09,55,0.0,0.0,104.0,0.0,0.0
2024-10,55,0.0,0.0,115.0,0.0,0.0
2024-11,55,0.0,140.0,95.0,0.0,0.0
2022-02,56,0.0,70.0,0.0,70.0,10570.0
2022-03,56,70.0,0.0,284.0,0.0,0.0
2022-09,56,0.0,0.0,133.0,0.0,0.0
2023-08,56,0.0,0.0,227.0,0.0,0.0
2024-01,56,0.0,70.0,0.0,0.0,0.0
2024-06,56,0.0,70.0,0.0,0.0,0.0
2024-08,56,0.0,0.0,123.0,0.0,0.0
2024-09,56,0.0,0.0,94.0,0.0,0.0
2024-10,56,0.0,0.0,142.0,0.0,0.0
2024-11,56,0.0,140.0,116.0,0.0,0.0
2022-03,57,0.0,140.0,0.0,140.0,23660.0
2022-11,57,140.0,140.0,0.0,280.0,47320.0
2022-12,57,280.0,0.0,109.0,171.0,28899.0
2023-06,57,171.0,70.0,0.0,241.0,40729.0
2023-10,57,241.0,0.0,112.0,129.0,21801.0
2023-12,57,129.0,140.0,0.0,269.0,45461.0
2024-01,57,269.0,70.0,0.0,339.0,57291.0
2024-02,57,339.0,70.0,0.0,409.0,69121.0
2024-03,57,409.0,0.0,144.0,265.0,44785.0
2024-06,57,265.0,70.0,0.0,335.0,56615.0
2022-03,58,0.0,140.0,0.0,140.0,23660.0
2022-11,58,140.0,140.0,0.0,280.0,47320.0
2022-12,58,280.0,0.0,132.0,148.0,25012.0
2023-06,58,148.0,70.0,0.0,218.0,36842.0
2023-10,58,218.0,0.0,93.0,125.0,21125.0
2023-12,58,125.0,140.0,0.0,265.0,44785.0
2024-01,58,265.0,70.0,0.0,335.0,56615.0
2024-02,58,335.0,70.0,0.0,405.0,68445.0
2024-03,58,405.0,0.0,106.0,299.0,50531.0
2024-06,58,299.0,70.0,0.0,369.0,62361.0
2022-03,59,0.0,140.0,0.0,140.0,23660.0
2022-11,59,140.0,140.0,0.0,280.0,47320.0
2022-12,59,280.0,0.0,144.0,136.0,22984.0
2023-06,59,136.0,70.0,0.0,206.0,34814.0
2023-10,59,206.0,0.0,150.0,56.0,9464.0
2023-12,59,56.0,140.0,0.0,196.0,33124.0
2024-01,59,196.0,70.0,0.0,266.0,44954.0
2024-02,59,266.0,70.0,0.0,336.0,56784.0
2024-03,59,336.0,0.0,157.0,179.0,30251.0
2024-06,59,179.0,70.0,0.0,249.0,42081.0
2022-03,60,0.0,140.0,0.0,140.0,23660.0
2022-11,60,140.0,140.0,0.0,280.0,47320.0
2022-12,60,280.0,0.0,100.0,180.0,30420.0
2023-06,60,180.0,70.0,0.0,250.0,42250.0
2023-10,60,250.0,0.0,150.0,100.0,16900.0
2023-12,60,100.0,140.0,0.0,240.0,40560.0
2024-01,60,240.0,70.0,0.0,310.0,52390.0
2024-02,60,310.0,70.0,0.0,380.0,64220.0
2024-03,60,380.0,0.0,143.0,237.0,40053.0
2024-06,60,237.0,70.0,0.0,307.0,51883.0
2022-03,61,0.0,140.0,0.0,140.0,23660.0
2022-11,61,140.0,140.0,0.0,280.0,47320.0
2022-12,61,280.0,0.0,100.0,180.0,30420.0
2023-06,61,180.0,70.0,0.0,250.0,42250.0
2023-10,61,250.0,0.0,133.0,117.0,19773.0
2023-12,61,117.0,140.0,0.0,257.0,43433.0
2024-01,61,257.0,70.0,0.0,327.0,55263.0
2024-02,61,327.0,70.0,0.0,397.0,67093.0
2024-03,61,397.0,0.0,96.0,301.0,50869.0
2024-06,61,301.0,70.0,0.0,371.0,62699.0
2022-03,62,0.0,140.0,0.0,140.0,23660.0
2022-11,62,140.0,140.0,0.0,280.0,47320.0
2022-12,62,280.0,0.0,86.0,194.0,32786.0
2023-06,62,194.0,70.0,0.0,264.0,44616.0
2023-10,62,264.0,0.0,150.0,114.0,19266.0
