order_id,sku_id,quantity
43,9135,112
43,9136,91
44,10574,35
44,10575,29
44,10576,40
44,10577,39
44,10578,46
44,10579,20
44,10580,500
44,10581,25
44,10582,55
44,10583,58
45,9599,27
45,9600,33
45,9601,500
46,2284,109
46,2285,113
46,2286,144
46,2287,126
46,2288,140
46,2289,88
46,2290,105
46,2291,107
46,2292,156
46,2293,159
47,10039,102
47,10040,139
47,10041,134
47,10042,149
47,10043,133
47,10044,91
47,10045,103
47,10046,143
47,10047,110
47,10048,117
48,557,94
48,558,94
48,559,99
50,3597,30
50,3598,500
50,3599,59
50,3600,25
50,3601,33
50,3602,52
50,3603,25
50,3604,34
50,3605,22
50,3606,25
51,10700,119
51,10701,151
51,10702,84
52,2601,147
52,2602,157
52,2603,86
53,90,147
53,91,88
53,92,154
54,4398,132
54,4399,118
54,4400,126
55,10039,94
55,10040,153
55,10041,93
55,10042,153
55,10043,155
55,10044,84
55,10045,145
55,10046,99
55,10047,88
55,10048,107
56,7742,130
56,7743,151
56,7744,106
56,7745,92
56,7746,136
56,7747,99
56,7748,109
56,7749,135
56,7750,160
56,7751,131
57,5181,118
57,5182,88
57,5183,141
58,7327,500
58,7328,33
58,7329,55
59,9714,91
59,9715,159
59,9716,94
60,5779,141
60,5780,117
60,5781,84
61,6370,83
61,6371,94
61,6372,110
62,3507,100
62,3508,82
62,3509,111
63,4573,113
63,4574,155
63,4575,127
64,5115,143
64,5116,89
64,5117,112
64,5118,146
64,5119,140
64,5120,130
64,5121,124
64,5122,87
64,5123,143
64,5124,138
65,6513,99
65,6514,125
65,6515,138
66,145,89
66,146,128
66,147,106
66,148,95
66,149,130
66,150,83
66,151,105
66,152,143
66,153,144
66,154,89
67,3546,23
67,3547,500
67,3548,40
68,7784,136
68,7785,83
68,7786,104
68,7787,153
68,7788,158
68,7789,128
68,7790,106
68,7791,87
68,7792,134
68,7793,131
69,9782,82
69,9783,81
69,9784,124
69,9785,156
69,9786,157
69,9787,115
69,9788,131
69,9789,156
69,9790,130
69,9791,130
70,1978,111
70,1979,97
70,1980,111
71,223,139
71,224,87
71,225,83
72,10968,120
72,10969,146
72,10970,81
72,10971,83
72,10972,154
72,10973,143
72,10974,88
72,10975,115
72,10976,86
72,10977,151
73,5876,111
73,5877,103
73,5878,107
73,5879,118
73,5880,107
73,5881,83
73,5882,131
73,5883,123
73,5884,148
73,5885,142
74,1398,149
74,1399,147
74,1400,150
75,7518,101
75,7519,111
75,7520,139
75,7521,122
75,7522,156
75,7523,80
75,7524,153
75,7525,143
75,7526,103
75,7527,98
76,9499,121
76,9500,149
76,9501,98
77,9357,150
77,9358,123
77,9359,115
77,9360,125
77,9361,120
77,9362,94
77,9363,107
77,9364,159
77,9365,94
77,9366,153
78,2598,83
78,2599,107
78,2600,119
80,3786,101
80,3787,110
80,3788,134
81,9157,151
81,9158,106
81,9159,150
82,11105,105
82,11106,130
82,11107,152
82,11108,104
82,11109,98
82,11110,110
82,11111,148
82,11112,82
82,11113,84
82,11114,113
83,3865,132
83,3866,112
83,3867,136
84,7469,119
84,7470,132
84,7471,133
84,7472,115
84,7473,146
84,7474,135
84,7475,141
84,7476,114
84,7477,92
84,7478,130
85,11272,91
85,11273,96
85,11274,84
85,11275,131
85,11276,109
85,11277,93
85,11278,138
85,11279,122
85,11280,124
85,11281,101
86,7574,141
86,7575,131
86,7576,84
86,7577,95
86,7578,113
86,7579,125
86,7580,145
86,7581,118
86,7582,80
86,7583,145
87,4162,500
87,4163,37
87,4164,36
89,501,127
89,502,136
89,503,102
89,504,149
89,505,94
89,506,119
89,507,107
89,508,128
89,509,88
89,510,89
90,4078,128
90,4079,95
90,4080,93
91,2120,83
91,2121,105
91,2122,128
91,2123,89
91,2124,91
91,2125,146
91,2126,157
91,2127,101
91,2128,131
91,2129,82
92,6761,123
92,6762,123
92,6763,160
93,1454,124
93,1455,113
93,1456,102
94,2715,144
94,2716,111
94,2717,128
94,2718,144
94,2719,112
94,2720,109
94,2721,143
94,2722,137
94,2723,91
94,2724,114
95,5902,105
95,5903,117
95,5904,114
97,4001,120
97,4002,115
97,4003,123
98,9045,125
98,9046,132
98,9047,134
98,9048,83
98,9049,81
98,9050,109
98,9051,80
98,9052,91
98,9053,91
98,9054,156
99,2715,97
99,2716,99
99,2717,143
99,2718,99
99,2719,108
99,2720,146
99,2721,128
99,2722,155
99,2723,140
99,2724,114
101,3475,92
101,3476,136
101,3477,106
101,3478,129
101,3479,147
101,3480,109
101,3481,148
101,3482,127
101,3483,87
101,3484,154
102,34,160
102,35,137
102,36,82
102,37,154
102,38,104
102,39,113
102,40,83
102,41,157
102,42,153
102,43,90
103,7404,126
103,7405,84
103,7406,149
104,2062,32
104,2063,46
104,2064,500
104,2065,36
104,2066,21
104,2067,35
104,2068,37
104,2069,53
104,2070,60
104,2071,36
105,776,104
105,777,140
105,778,139
106,1565,500
106,1566,46
106,1567,31
107,10435,153
107,10436,122
107,10437,153
108,5241,95
108,5242,119
108,5243,103
109,5853,125
109,5854,112
109,5855,116
109,5856,158
109,5857,129
109,5858,134
109,5859,153
109,5860,122
109,5861,117
109,5862,97
110,8304,140
110,8305,125
110,8306,135
111,5645,41
111,5646,30
111,5647,500
111,5648,52
111,5649,20
111,5650,20
111,5651,27
111,5652,46
111,5653,24
111,5654,48
112,7336,119
112,7337,139
112,7338,154
112,7339,116
112,7340,120
112,7341,154
112,7342,103
112,7343,109
112,7344,120
112,7345,95
113,3686,107
113,3687,150
113,3688,109
114,6949,134
114,6950,115
114,6951,145
115,356,91
115,357,85
115,358,86
116,6624,500
116,6625,20
116,6626,49
117,11520,93
117,11521,96
117,11522,159
118,430,123
118,431,137
118,432,131
118,433,89
118,434,110
118,435,85
118,436,114
118,437,152
118,438,118
118,439,151
119,8629,116
119,8630,102
119,8631,160
120,8274,111
120,8275,120
120,8276,124
120,8277,99
120,8278,149
120,8279,105
120,8280,107
120,8281,141
120,8282,101
120,8283,148
121,2705,125
121,2706,131
121,2707,142
121,2708,153
121,2709,151
121,2710,95
121,2711,106
121,2712,86
121,2713,97
121,2714,133
122,7528,128
122,7529,115
122,7530,138
123,8893,140
123,8894,92
123,8895,90
125,3019,151
125,3020,96
125,3021,88
126,7317,139
126,7318,84
126,7319,146
126,7320,156
126,7321,115
126,7322,89
126,7323,80
126,7324,142
126,7325,153
126,7326,95
127,645,500
127,646,46
127,647,27
128,8645,45
128,8646,36
128,8647,500
129,4398,90
129,4399,93
129,4400,154
130,1872,110
130,1873,87
130,1874,153
130,1875,138
130,1876,126
130,1877,118
130,1878,102
130,1879,118
130,1880,142
130,1881,107
131,4963,146
131,4964,149
131,4965,123
131,4966,103
131,4967,110
131,4968,143
131,4969,141
131,4970,117
131,4971,151
131,4972,143
132,5847,87
132,5848,140
132,5849,151
133,4184,95
133,4185,160
133,4186,98
134,8284,102
134,8285,122
134,8286,92
134,8287,100
134,8288,91
134,8289,151
134,8290,83
134,8291,150
134,8292,100
134,8293,101
135,87,153
135,88,154
135,89,87
136,1706,131
136,1707,132
136,1708,82
137,10584,47
137,10585,43
137,10586,500
138,4269,106
138,4270,150
138,4271,107
138,4272,153
138,4273,126
138,4274,138
138,4275,88
138,4276,132
138,4277,119
138,4278,131
139,4515,147
139,4516,97
139,4517,93
139,4518,80
139,4519,81
139,4520,104
139,4521,140
139,4522,81
139,4523,155
139,4524,82
140,2166,111
140,2167,142
140,2168,146
141,635,147
141,636,160
141,637,145
141,638,133
141,639,135
141,640,154
141,641,108
141,642,101
141,643,84
141,644,143
142,11079,84
142,11080,153
142,11081,145
143,4693,144
143,4694,114
143,4695,156
143,4696,99
143,4697,135
143,4698,142
143,4699,118
143,4700,149
143,4701,136
143,4702,132
144,4190,102
144,4191,158
144,4192,132
145,9003,140
145,9004,116
145,9005,114
146,9328,130
146,9329,120
146,9330,136
146,9331,97
146,9332,134
146,9333,140
146,9334,130
146,9335,126
146,9336,115
146,9337,91
147,2340,145
147,2341,100
147,2342,144
147,2343,93
147,2344,137
147,2345,155
147,2346,114
147,2347,143
147,2348,141
147,2349,153
148,1764,85
148,1765,104
148,1766,119
149,8651,96
149,8652,99
149,8653,87
149,8654,103
149,8655,135
149,8656,102
149,8657,130
149,8658,158
149,8659,108
149,8660,87
150,2858,129
150,2859,112
150,2860,124
152,5701,127
152,5702,136
152,5703,108
153,5339,158
153,5340,84
153,5341,139
154,1565,113
154,1566,85
154,1567,128
155,8912,91
155,8913,135
155,8914,145
155,8915,123
155,8916,98
155,8917,99
155,8918,114
155,8919,139
155,8920,131
155,8921,141
157,6729,96
157,6730,123
157,6731,151
159,9447,153
159,9448,155
159,9449,83
159,9450,87
159,9451,125
159,9452,106
159,9453,131
159,9454,132
159,9455,156
159,9456,106
160,2314,143
160,2315,135
160,2316,109
160,2317,107
160,2318,113
160,2319,96
160,2320,99
160,2321,148
160,2322,125
160,2323,131
161,10703,146
161,10704,109
161,10705,139
162,9157,34
162,9158,500
162,9159,51
163,4107,103
163,4108,123
163,4109,154
163,4110,106
163,4111,93
163,4112,84
163,4113,109
163,4114,109
163,4115,140
163,4116,86
164,8551,500
164,8552,57
164,8553,39
166,9338,500
166,9339,33
166,9340,36
167,4401,84
167,4402,106
167,4403,137
168,4476,32
168,4477,32
168,4478,500
168,4479,34
168,4480,32
168,4481,27
168,4482,60
168,4483,60
168,4484,54
168,4485,52
169,5616,115
169,5617,126
169,5618,131
169,5619,90
169,5620,96
169,5621,126
169,5622,142
169,5623,150
169,5624,160
169,5625,81
172,6224,108
172,6225,136
172,6226,92
172,6227,155
172,6228,147
172,6229,160
172,6230,127
172,6231,94
172,6232,141
172,6233,133
173,5727,129
173,5728,149
173,5729,82
174,5161,160
174,5162,129
174,5163,117
174,5164,127
174,5165,125
174,5166,119
174,5167,118
174,5168,98
174,5169,92
174,5170,127
175,1342,149
175,1343,108
175,1344,139
175,1345,159
175,1346,100
175,1347,135
175,1348,117
175,1349,83
175,1350,121
175,1351,106
176,5070,160
176,5071,137
176,5072,105
177,2383,157
177,2384,134
177,2385,146
178,2620,158
178,2621,106
178,2622,113
179,6936,96
179,6937,147
179,6938,151
180,5957,153
180,5958,84
180,5959,108
180,5960,157
180,5961,138
180,5962,158
180,5963,157
180,5964,139
180,5965,146
180,5966,107
181,4032,90
181,4033,127
181,4034,82
181,4035,110
181,4036,101
181,4037,92
181,4038,156
181,4039,145
181,4040,127
181,4041,154
182,3686,133
182,3687,124
182,3688,126
183,5361,83
183,5362,96
183,5363,122
184,5616,47
184,5617,47
184,5618,53
184,5619,45
184,5620,60
184,5621,22
184,5622,45
184,5623,49
184,5624,34
184,5625,500
185,1299,143
185,1300,133
185,1301,140
185,1302,91
185,1303,118
185,1304,152
185,1305,153
185,1306,148
185,1307,134
185,1308,111
186,2960,57
186,2961,42
186,2962,500
187,2891,91
187,2892,80
187,2893,109
187,2894,147
187,2895,122
187,2896,103
187,2897,119
187,2898,98
187,2899,140
187,2900,128
188,1869,93
188,1870,121
188,1871,125
189,6202,131
189,6203,110
189,6204,136
190,5257,153
190,5258,133
190,5259,109
190,5260,156
190,5261,157
190,5262,112
190,5263,158
190,5264,123
190,5265,156
190,5266,116
191,9698,55
191,9699,500
191,9700,56
192,1470,116
192,1471,133
192,1472,126
192,1473,135
192,1474,127
192,1475,105
192,1476,89
192,1477,140
192,1478,87
192,1479,145
193,5367,84
193,5368,86
193,5369,99
194,7820,91
194,7821,82
194,7822,98
195,5060,139
195,5061,106
195,5062,128
195,5063,128
195,5064,108
195,5065,101
195,5066,124
195,5067,129
195,5068,139
195,5069,106
196,570,103
196,571,101
196,572,106
197,10241,144
197,10242,137
197,10243,114
197,10244,152
197,10245,107
197,10246,156
197,10247,88
197,10248,134
197,10249,130
197,10250,80
198,8729,154
198,8730,95
198,8731,84
199,770,118
199,771,150
199,772,146
200,7820,82
200,7821,136
200,7822,106
201,4279,99
201,4280,132
201,4281,119
201,4282,118
201,4283,137
201,4284,151
201,4285,153
201,4286,160
201,4287,105
201,4288,140
202,3998,158
202,3999,126
202,4000,160
203,4181,91
203,4182,141
203,4183,135
204,10078,158
204,10079,82
204,10080,156
204,10081,105
204,10082,143
204,10083,92
204,10084,133
204,10085,117
204,10086,126
204,10087,151
205,2881,38
205,2882,42
205,2883,51
205,2884,35
205,2885,37
205,2886,46
205,2887,47
205,2888,56
205,2889,500
205,2890,39
206,8854,143
206,8855,107
206,8856,109
206,8857,149
206,8858,136
206,8859,150
206,8860,87
206,8861,121
206,8862,96
206,8863,144
207,4989,83
207,4990,122
207,4991,129
207,4992,135
207,4993,124
207,4994,91
207,4995,150
207,4996,104
207,4997,136
207,4998,149
209,4635,118
209,4636,137
209,4637,136
210,3591,500
210,3592,53
210,3593,54
211,5626,136
211,5627,115
211,5628,111
212,2921,125
212,2922,85
212,2923,157
212,2924,131
212,2925,145
212,2926,120
212,2927,159
212,2928,107
212,2929,144
212,2930,85
213,4703,121
213,4704,87
213,4705,99
214,5054,145
214,5055,153
214,5056,155
215,1552,129
215,1553,115
215,1554,130
215,1555,157
215,1556,101
215,1557,113
215,1558,108
215,1559,118
215,1560,109
215,1561,125
216,4625,131
216,4626,156
216,4627,122
216,4628,102
216,4629,94
216,4630,103
216,4631,93
216,4632,125
216,4633,129
216,4634,84
217,3378,144
217,3379,137
217,3380,88
218,10684,54
218,10685,22
218,10686,500
219,8629,119
219,8630,133
219,8631,159
221,2623,134
221,2624,80
221,2625,118
222,9962,87
222,9963,107
222,9964,141
223,472,136
223,473,115
223,474,138
225,9717,154
225,9718,95
225,9719,90
226,2435,103
226,2436,102
226,2437,94
227,8189,85
227,8190,110
227,8191,153
228,9821,131
228,9822,120
228,9823,124
229,1490,132
229,1491,144
229,1492,88
229,1493,152
229,1494,85
229,1495,85
229,1496,118
229,1497,95
229,1498,120
229,1499,146
230,808,107
230,809,107
230,810,127
230,811,96
230,812,149
230,813,133
230,814,131
230,815,80
230,816,92
230,817,108
231,8359,120
231,8360,80
231,8361,83
233,3569,123
233,3570,141
233,3571,104
234,10036,81
234,10037,93
234,10038,83
235,3157,38
235,3158,500
235,3159,42
236,10241,92
236,10242,149
236,10243,91
236,10244,127
236,10245,151
236,10246,87
236,10247,129
236,10248,91
236,10249,156
236,10250,117
237,1267,154
237,1268,94
237,1269,104
238,1296,160
238,1297,127
238,1298,84
239,7895,123
239,7896,95
239,7897,153
239,7898,92
239,7899,155
239,7900,108
239,7901,153
239,7902,132
239,7903,148
239,7904,136
240,5896,47
240,5897,51
240,5898,500
241,3663,20
241,3664,500
241,3665,54
241,3666,20
241,3667,39
241,3668,59
241,3669,29
241,3670,58
241,3671,33
241,3672,30
242,524,151
242,525,126
242,526,82
242,527,142
242,528,92
242,529,156
242,530,134
242,531,90
242,532,99
242,533,155
243,6852,97
243,6853,89
243,6854,104
243,6855,115
243,6856,153
243,6857,125
243,6858,100
243,6859,97
243,6860,85
243,6861,152
244,3673,113
244,3674,85
244,3675,86
245,10303,107
245,10304,141
245,10305,89
245,10306,140
245,10307,143
245,10308,126
245,10309,146
245,10310,151
245,10311,124
245,10312,129
246,6852,137
246,6853,112
246,6854,149
246,6855,80
246,6856,129
246,6857,131
246,6858,93
246,6859,88
246,6860,103
246,6861,133
247,6164,96
247,6165,84
247,6166,109
247,6167,87
247,6168,129
247,6169,155
247,6170,127
247,6171,89
247,6172,134
247,6173,120
248,10706,91
248,10707,101
248,10708,94
248,10709,95
248,10710,150
248,10711,135
248,10712,86
248,10713,88
248,10714,149
248,10715,90
249,10558,96
249,10559,109
249,10560,158
250,7604,108
250,7605,105
250,7606,87
251,10170,125
251,10171,154
251,10172,145
251,10173,143
251,10174,154
251,10175,97
251,10176,87
251,10177,134
251,10178,99
251,10179,108
252,4055,38
252,4056,41
252,4057,58
252,4058,500
252,4059,47
252,4060,55
252,4061,52
252,4062,58
252,4063,26
252,4064,21
253,8554,129
253,8555,93
253,8556,153
253,8557,131
253,8558,150
253,8559,86
253,8560,116
253,8561,125
253,8562,83
253,8563,124
254,10684,88
254,10685,98
254,10686,86
255,10124,134
255,10125,80
255,10126,146
255,10127,95
255,10128,131
255,10129,115
255,10130,93
255,10131,151
255,10132,81
255,10133,112
256,10193,132
256,10194,85
256,10195,149
257,7305,158
257,7306,143
257,7307,93
258,3381,150
258,3382,110
258,3383,114
258,3384,134
258,3385,152
258,3386,121
258,3387,113
258,3388,115
258,3389,152
258,3390,125
259,4388,45
259,4389,20
259,4390,57
259,4391,41
259,4392,52
259,4393,22
259,4394,46
259,4395,500
259,4396,28
259,4397,49
260,3463,130
260,3464,135
260,3465,156
261,4424,159
261,4425,149
261,4426,124
261,4427,153
261,4428,85
261,4429,142
261,4430,113
261,4431,98
261,4432,157
261,4433,115
262,7126,500
262,7127,29
262,7128,59
263,3342,117
263,3343,159
263,3344,125
263,3345,138
263,3346,136
263,3347,135
263,3348,102
263,3349,120
263,3350,104
263,3351,160
264,8307,138
264,8308,131
264,8309,129
264,8310,157
264,8311,90
264,8312,156
264,8313,124
264,8314,104
264,8315,85
264,8316,92
265,1124,116
265,1125,143
265,1126,97
265,1127,147
265,1128,160
265,1129,131
265,1130,95
265,1131,140
265,1132,117
265,1133,128
266,3251,120
266,3252,154
266,3253,81
267,378,44
267,379,28
267,380,500
268,6322,137
268,6323,129
268,6324,90
269,4586,44
269,4587,44
269,4588,28
269,4589,54
269,4590,45
269,4591,47
269,4592,500
269,4593,20
269,4594,32
269,4595,39
270,7655,96
270,7656,114
270,7657,131
271,4078,156
271,4079,160
271,4080,132
272,3257,85
272,3258,95
272,3259,130
273,6164,100
273,6165,143
273,6166,142
273,6167,117
273,6168,85
273,6169,100
273,6170,88
273,6171,126
273,6172,143
273,6173,96
274,4299,98
274,4300,121
274,4301,98
274,4302,115
274,4303,102
274,4304,105
274,4305,123
274,4306,99
274,4307,123
274,4308,129
275,10893,80
275,10894,146
275,10895,121
275,10896,146
275,10897,159
275,10898,119
275,10899,156
275,10900,129
275,10901,88
275,10902,137
276,5626,126
276,5627,87
276,5628,123
277,5934,81
277,5935,160
277,5936,126
278,6581,109
278,6582,122
278,6583,105
278,6584,91
278,6585,104
278,6586,95
278,6587,145
278,6588,114
278,6589,127
278,6590,132
279,7352,59
279,7353,500
279,7354,59
280,2033,99
280,2034,111
280,2035,99
281,4768,27
281,4769,500
281,4770,20
281,4771,58
281,4772,25
281,4773,29
281,4774,57
281,4775,37
281,4776,36
281,4777,34
282,10356,115
282,10357,89
282,10358,115
283,10526,148
283,10527,142
283,10528,145
283,10529,108
283,10530,113
283,10531,105
283,10532,139
283,10533,141
283,10534,155
283,10535,149
284,5041,118
284,5042,85
284,5043,99
284,5044,92
284,5045,94
284,5046,134
284,5047,147
284,5048,98
284,5049,109
284,5050,91
285,4596,159
285,4597,152
285,4598,146
287,7314,500
287,7315,26
287,7316,20
288,5600,152
288,5601,129
288,5602,99
289,5779,100
289,5780,132
289,5781,124
290,6244,146
290,6245,158
290,6246,135
291,10438,122
291,10439,126
291,10440,144
292,1885,116
292,1886,124
292,1887,96
292,1888,133
292,1889,107
292,1890,118
292,1891,144
292,1892,146
292,1893,148
292,1894,98
293,8584,143
293,8585,160
293,8586,99
294,3617,117
294,3618,103
294,3619,96
295,397,105
295,398,121
295,399,94
295,400,88
295,401,139
295,402,147
295,403,151
295,404,103
295,405,150
295,406,83
296,3549,111
296,3550,112
296,3551,123
296,3552,126
296,3553,109
296,3554,150
296,3555,147
296,3556,103
296,3557,145
296,3558,140
297,11128,113
297,11129,136
297,11130,130
297,11131,140
297,11132,135
297,11133,128
297,11134,128
297,11135,85
297,11136,148
297,11137,96
298,9457,143
298,9458,118
298,9459,121
299,4778,144
299,4779,137
299,4780,90
299,4781,96
299,4782,87
299,4783,160
299,4784,140
299,4785,120
299,4786,106
299,4787,89
300,11295,107
300,11296,129
300,11297,151
301,931,104
301,932,93
301,933,127
302,8883,97
302,8884,130
302,8885,96
302,8886,92
302,8887,84
302,8888,141
302,8889,117
302,8890,90
302,8891,112
302,8892,113
303,4499,95
303,4500,81
303,4501,129
304,2304,38
304,2305,42
304,2306,29
304,2307,57
304,2308,500
304,2309,58
304,2310,44
304,2311,39
304,2312,42
304,2313,49
305,11542,106
305,11543,107
305,11544,88
306,2380,158
306,2381,141
306,2382,92
307,9675,126
307,9676,109
307,9677,109
308,3378,115
308,3379,154
308,3380,137
309,314,135
309,315,158
309,316,139
310,6196,21
310,6197,22
310,6198,500
311,1943,118
311,1944,108
311,1945,117
312,5225,156
312,5226,143
312,5227,126
313,3839,149
313,3840,125
313,3841,150
313,3842,132
313,3843,160
313,3844,88
313,3845,147
313,3846,147
313,3847,144
313,3848,91
314,1836,140
314,1837,145
314,1838,131
315,4755,28
315,4756,27
315,4757,500
316,1646,155
316,1647,99
316,1648,143
317,2816,107
317,2817,138
317,2818,135
317,2819,108
317,2820,145
317,2821,96
317,2822,142
317,2823,116
317,2824,154
317,2825,85
318,8339,106
318,8340,107
318,8341,95
318,8342,100
318,8343,101
318,8344,103
318,8345,109
318,8346,157
318,8347,121
318,8348,113
319,4107,136
319,4108,81
319,4109,117
319,4110,137
319,4111,106
319,4112,95
319,4113,119
319,4114,147
319,4115,107
319,4116,130
320,10523,119
320,10524,138
320,10525,140
321,6949,143
321,6950,112
321,6951,80
322,10467,108
322,10468,131
322,10469,129
323,106,125
323,107,131
323,108,81
323,109,80
323,110,137
323,111,128
323,112,97
323,113,100
323,114,150
323,115,99
324,5012,500
324,5013,31
324,5014,54
325,10221,57
325,10222,33
325,10223,52
325,10224,46
325,10225,54
325,10226,30
325,10227,50
325,10228,55
325,10229,36
325,10230,500
326,8648,97
326,8649,134
326,8650,113
327,2826,107
327,2827,156
327,2828,106
328,8607,81
328,8608,118
328,8609,126
328,8610,155
328,8611,135
328,8612,152
328,8613,101
328,8614,84
328,8615,131
328,8616,131
329,10687,130
329,10688,84
329,10689,114
329,10690,149
329,10691,125
329,10692,109
329,10693,92
329,10694,103
329,10695,105
329,10696,112
330,8841,113
330,8842,106
330,8843,123
330,8844,146
330,8845,115
330,8846,154
330,8847,151
330,8848,91
330,8849,94
330,8850,146
331,3142,135
331,3143,124
331,3144,92
332,664,113
332,665,103
332,666,95
332,667,83
332,668,129
332,669,110
332,670,139
332,671,151
332,672,91
332,673,140
333,6120,82
333,6121,119
333,6122,151
334,5451,108
334,5452,128
334,5453,112
335,7784,147
335,7785,92
335,7786,90
335,7787,132
335,7788,123
335,7789,154
335,7790,124
335,7791,126
335,7792,150
335,7793,160
336,651,153
336,652,113
336,653,101
337,3061,35
337,3062,500
337,3063,51
338,10965,105
338,10966,93
338,10967,106
339,11366,132
339,11367,104
339,11368,130
339,11369,123
339,11370,153
339,11371,143
339,11372,102
339,11373,142
339,11374,131
339,11375,139
340,8035,143
340,8036,140
340,8037,142
340,8038,126
340,8039,152
340,8040,106
340,8041,126
340,8042,151
340,8043,134
340,8044,89
341,11190,119
341,11191,91
341,11192,142
341,11193,112
341,11194,156
341,11195,89
341,11196,154
341,11197,124
341,11198,108
341,11199,151
342,5125,55
342,5126,54
342,5127,500
343,1457,102
343,1458,135
343,1459,142
344,1584,104
344,1585,105
344,1586,157
345,8854,142
345,8855,131
345,8856,94
345,8857,126
345,8858,83
345,8859,84
345,8860,92
345,8861,89
345,8862,90
345,8863,108
346,8495,122
346,8496,119
346,8497,147
347,10111,119
347,10112,116
347,10113,103
347,10114,105
347,10115,132
347,10116,112
347,10117,143
347,10118,159
347,10119,100
347,10120,89
349,3058,154
349,3059,157
349,3060,81
350,3795,53
350,3796,45
350,3797,500
351,9280,500
351,9281,44
351,9282,36
352,1962,157
352,1963,82
352,1964,119
352,1965,160
352,1966,157
352,1967,153
352,1968,91
352,1969,123
352,1970,141
352,1971,108
354,9926,83
354,9927,128
354,9928,138
355,6513,153
355,6514,128
355,6515,139
356,6045,129
356,6046,137
356,6047,103
356,6048,84
356,6049,154
356,6050,130
356,6051,95
356,6052,85
356,6053,103
356,6054,104
357,9717,135
357,9718,119
357,9719,108
358,1562,87
358,1563,126
358,1564,145
359,5467,152
359,5468,152
359,5469,136
360,9293,114
360,9294,126
360,9295,159
361,2441,93
361,2442,126
361,2443,126
362,1552,136
362,1553,159
362,1554,105
362,1555,100
362,1556,142
362,1557,139
362,1558,80
362,1559,95
